Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2015","9"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2016","5"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2017","9"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2018","36"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2019","58"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2020","44"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2014","2"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Rwanda","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Rwanda","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Samoa","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Samoa","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Samoa","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Samoa","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Samoa","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Samoa","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Samoa","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Sénégal","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2014","2"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2015","3"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2016","2"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2017","3"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2018","3"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2019","4"
"Bilans Alimentaires (2010-)","Sénégal","Nourriture","Céréales, Autres","2020","6"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2010","113"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2011","142"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2012","56"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2013","77"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2014","94"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2015","82"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2016","103"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2017","101"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2018","113"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2019","103"
"Bilans Alimentaires (2010-)","Serbie","Aliments pour animaux","Céréales, Autres","2020","127"
"Bilans Alimentaires (2010-)","Serbie","Nourriture","Céréales, Autres","2010","13"
